artist,artist_id,gender,record_label,artist_country,current_city,hometown_city,band_members,spotify_tags
Slick Rick,1W9qOBYRTfP7HcizWN43G1,1.0,Def Jam,,,,,rap/hip hop/pop rap/southern hip hop/east coast hip hop/gangster rap/hardcore hip hop/old school hip hop/alternative hip hop
Sage The Gemini,6d47Z08T4snK50HgTEHo5Z,1.0,,us,,,,rap/dance pop/pop rap/dwn trap/southern hip hop/trap music/hyphy
K CAMP,5bgfj5zUoWpyeVatGDjn6H,1.0,4.27/FTE/Interscope,us,,,IT'S ONLY ME!,r&b/rap/pop/pop rap/dwn trap/southern hip hop/trap music/deep pop r&b/deep trap/deep underground hip hop
Lucien Parker,1vjh9tiCxKMgkfgVewzkQM,,,,,,Lucien Parker ,
Blank Face Villain,4NAtTLJWLOWLRIj3gXXlEq,0.0,,,,,,
Tank and The Bangas,5cAtakaadWHJLxmGKrKcX7,0.0,Verve/UMG,us,New Orleans,New Orleans,"Tarriona Ball (Lead Singer/Poet)
Norman Spence (Aux Keys)
Joshua Johnson (Drummer/MD)
Merell Burkett (Keys)
Albert Allenback (Alto Saxophone/Flute)
Etienne Stoufflet (Tenor Saxophone)
Jonathan Johnson (Bass)
Daniel Abel (Guitar)
Anjelika Joseph (BGVs)
Tia Henderson (BGVs)",
Blu,1KeJhR0ENFviw187pD4LPT,1.0,,us,,,,hip hop/indie r&b/underground hip hop/alternative hip hop/soul flow
cupcakKe,76SlrtEaq2oViRXulxjfuM,0.0,,us,,,Elizabeth Eden Harris,pop/dance pop/hip pop/escape room/strut/trap queen
Joe Moses,54QA4zjZDOyaLN8bVthBjP,1.0,,us,,Los Angeles,,deep trap/west coast trap
Komodo,1lmjruOcvyQRZNIKUOlf68,,,,,,,
Josh Stanley,2YctNu2EnMnIwcxdCp0lJy,,,,,,,
Brother Leo,4FEOZMbo7XIdGHVrrioAP6,0.0,Columbia Records,,,,,
Campsite Dream,69VkQLf4DH7GJ68BCDOPKL,,,nl,,,,tropical house/deep tropical house/deep house
Starley,02A3cEvlLLCbIMVDrK2GHV,0.0,"Central Station Records Australia
",au,,Sydney,,aussietronica/aussietronica
Gale,4jRKBrY2S5uUxLzcPKtC8f,,,,,,,post-doom metal/uk doom metal
Professor Green,0oJM3iJjMdzgsd4z5VHQvw,1.0,Relentless/ Sony Music,gb,London,London,Me.,uk garage/grime
The Knocks,2x7EATekOPhFGRx3syMGEC,1.0,Big Beat Records / Atlantic Records,us,,,"Ben ""DJ B-Roc"" Ruttner
James ""JPatt"" Patterson",edm/tropical house/indie pop/indietronica/indie poptimism/alternative dance/nu disco/vapor soul/modern rock
ELM,0z5MH7P2J44oGJjMreM1WD,,http://bronsonrecordings.com/,ie,,,"Trtrl: voice
Mrtns: gtr
Mnr: bass
Rt: drums",
Mamacita,3zkL2oyyXDlQgxBMsGTClL,,,,,,Max Brigante / Andrea Pellizzari / Tormento / Roc Stars / LatinLovers / J'Ons,
Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,1.0,Columbia Records / Sony Music Latin,us,,,,latin pop/salsa/latin/tropical/latin christmas
Thalía,23wEWD21D4TPYiJugoXmYb,0.0,SONY MUSIC LATIN,mx,,Mexico City,Thalía,latin pop/pop/latin/tropical
Danny Romero,30HlKUFTsqlFQsPfyv2yuM,1.0,,es,,,,latin pop/spanish pop/electro latino/dominican pop
Rvssian,1fctva4kpRbg2k3v7kwRuS,1.0,Head Concussion Records,,,,,reggaeton/reggaeton flow/trap latino
Young Cister,0Yg29FX1M4ayqjXs0ttZFq,,Drip World Music,cl,,,,trap latino
Paolo Pellegrino,3ewQZ4iDkC9CQzceitueXe,1.0,Subside Records | Sony Music | ,it,Los Angeles,,,
Jason Thurell,5CWkHDzXiViC1TrpoBwDoO,1.0,"Mixmash Records , Disco Wax , Sony Denmark",be,,,,
Alex Schulz,5OReTeTBZ578sj07hDS0x7,1.0,WePLAY Music & Management,de,,Stuttgart,Alex Schulz,tropical house/deep tropical house/deep house
Roman Müller,3nFw6mPGG5Uj2YS7IyaGEF,1.0,,,,,,
Ljung,67Tfj03cthIyRsQLHqwI3V,,,,,,,
Ericé,3DVYnBKNeZTLLPvMaEbmzC,0.0,,,,,,
KLYMVX,68PsxdwOmePEmaNZJgKBU3,,Sony Music Entertainement,fr,,Paris,Axel & Hovig,tropical house/deep tropical house
Ted Nights,7C5LeG2YnjpSOYGMlXSprN,,,,,,,deep pop edm
Marcus Hägg,3nOo2FZifexdeNMh9EBuLG,,,se,,,,deep pop edm
CASP:R,3437T8Cg8deVQlE9sKFb3z,,,,,,,tropical house/deep tropical house
Fulmo,1h9BaODYiyBhD4jTYelA5h,,,,,,,
ROËDS,2zXCDM9a05PtruoSYRINGM,,,,,,,
Aaron Lindt,1KVVOFfrwAomHVcrCmL4fn,,"Armada Music, BIP/Universal, Puregold Records, Future Bass Records, Weeolino Music",de,,,Aaron Lindt,
Bonalt & Hadi,2pYEW8jEXMQ4zo2HMJlXlm,0.0,,,,,,
Bomberjak,6I9HpPprmcAGdLosyfDf3c,,,,,,,
Jealous Friend,6hklWMmuUtnCmSq5jh2mQl,0.0,,,,,,
Jemme,774YcMz0dVdbjA6TNol5MY,,,,,,,
Pete Golden,458JM1IVJx6LVvzNVWlz8l,,,se,,,,
Cape Cub,4xbJS00sHh5wBd5nYgsk8z,1.0,,gb,,,,indie anthem-folk
Arizona Jones,6OCTWDUpzrtOkMOZ4vAn6D,,,,,,,
Oceans,6fUGQU8tAq01xMG7Qzjy8O,,,gr,,London,,
Swedum,21j5J8Ew4RfqC184rcJTZx,,,,,,,
CALVIN,2MqDJjftY4Qp8Ge9hkx5HS,,,dk,,,,deep pop edm
Marvin Gaye,3koiLjNrgRTNbOwViDipeA,1.0,Motown,us,,,,disco/soul christmas/soul/classic funk rock/motown/quiet storm/funk/jazz blues
Rino(IO)DJ,4PWNi2dQqK2Byrgd6v93Pl,,,,,,,
Jonasu,7u4ayw4QFEsolPxZgnPAMT,0.0,,,,,,
OMI,5MouCg6ta7zAxsfMEbc1uh,1.0,OUFAH MUSIC / ULTRA MUSIC,jm,Kingston,Kingston,,dance pop/tropical house
KVR,70s3IS6gQEe8f9l08yYdpJ,,,nl,,,,
Nightcall,3xFkHylXN9yHzwCQBypRFn,,,us,,,,tropical house
Maxi Priest,3aTuTR5Nf6pVW3837q2ZL7,1.0,S-Curve Records / BMG,gb,,London,Maxi Priest,reggae/dancehall/roots reggae/reggae fusion/world christmas/lovers rock
Anna Veé,13BaOOsXXt71qRAX69F9OO,,,se,,,,
bvd kult,0rP3c0AHpXNvqpVxfQMF13,,,,,,,
Sondr,4hbnUamwrCHpv4wQTwvCIc,,Ultra/Sony,gb,,London,,
Comet Blue,27DGFhdWUeudNFbPJROkWF,,"EPIC Amsterdam / Sony Music Benelux 

http://epicamsterdam.nl
",,,,,tropical house/deep tropical house
Constant Z,7ybgN2kaYz8EFna0bEDCNf,,,,,,,
Small Talk,47dsYGjSDaIlIYILPqcZBr,,,,,,,
Shaggy,5EvFsr3kj42KNv97ZEnqij,1.0,Ranch Entertainment,jm,,,Shaggy,pop rap/reggae fusion
Ralph Felix,3i8emYvhsa8PmLH4zTAvjV,,Warner Bros Records UK,nl,Amsterdam,Amsterdam,Ralph van Vugt,
Roiyal,2B9KoDZvlZFCsHhmWCnWG4,,,,,,,
ItaloBrothers,5nkYRuiIHg2xXHFC8bfosJ,1.0,Zooland Records,de,,,"Matze Metten, Zachi Adrian, Kris Sandberg, Cody Island",edm/dance pop/hands up/italo dance
Remady,3JxNeLgMuJI0DEmDt9dLzc,1.0,,ch,,,,pop house
Ben DJ,3YFFii5dmGvDQ316WVg3RY,,,,,,,deep uplifting trance
ON1Y,2zR5Sbu4J7JrXlGNo0ibgf,,,,,Stockholm,,swedish tropical house
Nikless,446J99Za48fQTndf2OlkcX,,,,,,,
Nector,7iYHbiYyUb6SCoQSdQkr9u,,,,,,,
Emma Bale,1vlR56ECqMAOA2mUTcTgPV,0.0,,be,,,,tropical house
VAX,6cQVcprcYDxGM79YmyCkcQ,,,gb,,,,swedish pop
Hymner,1omND1sb2dlgLyVBioaDII,,,se,,,,
Yall,0ZRBa9pTfhhCsJW95F1ugg,1.0,YALL,es,Barcelona,Barcelona,,
Mark Borino,3bI0TiF0GpCbG9oBZqbX6U,,,,,,,
INDIIA,4s3qKWdgSHi6nDRhdq66hb,,,,,,,
Luke Potter,2tAOabOdb8uzkBH5Lu6Lxs,1.0,,gb,,,,
Alex Ross,5pK858DFAWCmE2tM4jZxYC,,Ministry of Sound,gb,,,,
PANG!,6TlN75Ns66CyxBuZ7i3TK3,1.0,PANGRECORDS!,se,,Stockholm,,tropical house/deep tropical house
Shaun Bate,20tOyD2If72ZVRb9FcYn3Y,1.0,"Sony Music / Four Music  

",ca,,,Shaun Bate,
Lily & Madeleine,1kCC5slv2AdQ6MxcKP2fEQ,0.0,New West Records,us,Indianapolis,Indianapolis,"Lily Jurkiewicz
Madeleine Jurkiewicz 
Shannon Hayden 
Kate Siefker",
Linnea Henriksson,3IsULVZIf4iGp9ExB7yJVq,0.0,Sony Music Entertainmnet/Epic,se,,,Linnea Henriksson,swedish pop/swedish idol pop/swedish folk pop/swedish indie rock/swedish alternative rock/swedish indie pop/deep swedish indie pop
Kav Verhouzer,1yYBD4cVxCxXQXi4QGZfSo,1.0,Sony Music,nl,,,,tropical house/deep tropical house
ARMAN,1BLoSM09taerQU26f83fDf,,,,,,,
José Lucas,0ZQQqPE9AqroY6kmjfqoRP,,,,,,,
Moe Aly,0v9F2WtCvWVrs367iT5Gix,,Sony Music Entertainment -Ministry Of Sound - Armada Music ,,,,Moe Aly,experimental dubstep
DROP,1xARs9iG7527KpXFVeVzXk,,,,,,,
Haze & Mellow,5nYiyZikloLlfRdXkGCHsh,0.0,,,,,,
King & Joker,1rpJL2FCzXvDYpwo40LKQU,,,,,,,
Alex Alexander,1mJucMwGjnCatEdVk9eedj,,,us,,,,
EC Twins,6QACkIioo2Na2EKEwJzCKK,,"Smash The House/Spinnin', Perfecto, Ultra, Black Hole , Uno, Twin Turbo, Boiler House",us,,,"Allister Blackham
Marc Sean Blackham",
THUD,0nSEFphgJqQeZcmSBH5Pa1,,,,,,,
MVRE,1TSyM7PiY3ZgFteD9mKa4W,,,,,,,
Jake Cooper,7KKsjyYI1JYxvme5vEUlNQ,,,nl,,,,
De Hofnar,1LFGVkNRmXz8jIkyPjaGNL,1.0,Armada Music,nl,,,,house/tropical house/deep tropical house/deep house
Natalia Lacunza,3Zs59sqZJ6fWQqWbRC8bOP,0.0,,es,,,,eurovision/latin talent show/latin viral pop/eurovision
Miki Núñez,2hahtdJusGYC77DKod4qfB,0.0,,,,,,spanish pop/eurovision/spanish pop/latin talent show/latin viral pop/eurovision
Amaia,1WLEfsQjvgtFSGkrHonzFX,0.0,,,,,,spanish pop/eurovision/spanish pop/latin talent show/latin viral pop/eurovision
Bustamante,1VfKauu6JYTUrApbJXU0zo,1.0,,es,,,,latin pop/spanish pop
Cupido,4cK5uxWRVJ3QOSfaBMX2Ex,0.0,,,,,,
Vijay & Sofia Zlatko,23BtKJexFLn0Ri6s7BEC4d,0.0,★ UNIVERSAL ★ SONY ★ EGO ★ SPINNIN/SOURCE ★ TIME ★ KONTOR ★ ARMADA DEEP ★ COUNTER RECORDS ★ TONSPIEL  ★ BIG BEAT RECORDS ★ ATLANTIC RECORDS ★ TIGERS RECORDS ★ SLEAZY DEEP/G ★ TIEFBLAU  ★ COLUMBIA...,be,,,Vijay & Sofia Zlatko,tropical house/deep tropical house/deep house/groove room
Rafman,637329eW8xlkX599i55b9m,,,,,,,
Jaimes,6EdfpkgBzauysFts2D0LSO,0.0,,,,,,
WICKD,0EHmjLGfcWNSg3GLGDO8KK,,,,,,,
Savi,1H72fTOUAUl0WQ4kH5DPVW,,,,,Los Angeles,,
Disero,0YVFdCm1S3ikQU0yl110lu,,,,,,Eric Disero,catstep
NUDØ,4jUscfWxMwNhbyKwDcm0hg,,,,,,,
One of Six,705LwIwhGPqFjs8rOU7pSW,0.0,,,,,,
Thomas Nan,0hxxNMb3Egp5oWzR0vcX8v,,,nl,,Amsterdam,,
Laurentius,2TCVmKZV4q5rtGd0smRBFo,,,,,,,
Stisema,3zXtPNCNWggzI962k6qxF1,,,no,Bergen,Bergen,,
32Stitches,4NH2deLFDDB0YeV3PNLjWQ,,"Universal, Sony, NCS, Music High Court, ILLICIT/Hinky, AIA",,,,,
Xenton,45dhOLIJO1850ONnshhE5S,,,,,,,
Biray,3o2uwz1okOwbHseFmQ5xt1,0.0,,,,,,
Panoptiqum,02GVvm5IjTDMoFqE4ThqCk,,,,,,,
Aspyer,3LaBw0YCv8D35w9AvePFtF,,,,,,,
Big Z,1QJ4iU6xJtdrk6HSPUTQ98,,,us,,,,
Waterbeld,527JZHcOFRVFOrkzCjLtuJ,,Uprise Music | Strange Fruits | Puregold Records | Tuvali | Drop The Bassline ,cl,,Iquique,,
Nick Steffen,1JuyS6X5aCe00CIVJSiW95,0.0,,,,,,
Valiant,2LQ6CvVANu6FpLp2RWQhE2,,,,,London,,
Adnan Veron,0YpOe2SiYZVcWvrHiCV17W,0.0,,,,,,
Maone,3lHCbPkaSUJPiqQ9ZJLEOj,,,,,,,
Giraffe Squad,4fExyyH6AKHafLf9GpvZ5y,1.0,,us,,,,sky room
Tokyo Project,6b6w8DXrLFEPxnG4kTqUnT,,,,,,,
Antoine Cara,4sHxN0TiHnkwK3YNIdTkMm,0.0,,,,,,
Depdramez,7vN4ChI7eslj4xqTIozg6X,,,,,,,
Jake & Alvar,2VFRPddijRdHZWITDHYZkZ,0.0,,,,,,
Foulds,2s8qKnxMzHyJkgxPA5mO7O,,,,,,,
Delta Jack,5qFj5cdUuvWmzYx03PsDjY,,,,,,,
Dj Marlon,2Ds9H8orI9nLDupJQukm6X,,,,,,,
Steam Phunk,4cRXBNKXZ5vfw2IidDobcZ,,,de,,Berlin,"Alexander &
Sebastian ",pop edm
RØGUENETHVN,6IKnR1CI4rkwQewtDoSuOa,,,,,,,
Artelax,1cmngJeHHZi2ZWodpFOLv3,,,,,,,
Refeci,1NTljmDof9yJq0kaRsAucp,,Disco:Wax/Sony Music,dk,,,Victor Cornelius Tommerup ,deep pop edm
Triple M,2Tw3Czv2kxEz8h3RILbzjT,,,fi,,,,
Feb,6lc0muqqPZVQsaTsNCyuRa,,,,,,,
Menshee,3oc0nOYBmYZluUiD35EHIf,,,,,,,
WE THE SAVAGES,3Gsql2tNs9Ja1zroVZEBtn,,,,,Bellinzona,Alex & Arik,
Matthew Schultz,2Sd3zmzvPHUeBp7jWxIGfP,1.0,,us,Manhattan,Manhattan,,
Crankdat,5lCekoJW9jNq01B1wiqdAb,1.0,,us,,Youngstown,,
Baby Jane,3scHMUcB85BflinC8FclbI,,,,,,,
Almost Owen,0cx6W9yZSat6dyJqqjNr5Q,,,,,,,
Dytone,0YDGLtaVDf3vy2dJZWJg1k,,,gb,,,Ben Cox,
Roman Blanco,0zBHS0LUpnro61dWNRDmyN,,,,,,,
JPB,0t5H8FcoVPzn4sVeNxibMU,1.0,,de,,,,
Sam Ourt,5I3AwOX9Fr2gEG6SKmltH6,,,,,,,
Alexis B,6sdWdDAgkNeIIZNQ4xExec,,,,,,,
RMA,4oec5igR3Vg3bsftusWtlL,,,de,,,,
Maori,3WgX9Ioo1Qcug9H0tNmmUH,,,,,,,
Apollo Rising,5woDd4xAgHuBWbp5NuY1n2,0.0,,,,,,
Loving Arms,2lXt64NC66vwfGsmNzwo1p,,,gb,Budapest,Budapest,Andrew Junior & Legendary Boy,
Thom Merlin,0N6fCdc4H9CuUysWoCb9FC,,,,,,,
DFUX,0viXa5YvVknflg7hRvT7vf,,,,,,,
FANNYPACK,6SjKNESwrpwMUN0Y0bRmza,0.0,,,,,,
Samurah,2szmyzyU3WFZTVa6oArMhA,,,,,,,
Davy Boi,2mT1RKw4RNxji0JVfIRPL2,0.0,,,,,,
Axl & Arth,2tL4WKtUhzNP0x2GPrjS56,,,,,,,
Melxdie,3Qu4RzFokPNQU3HufxcVW3,0.0,,,,,,
Teddi Gold,7IIPt2aOjyLjpwsRGXsj7h,0.0,,us,,Los Angeles,,indie poptimism/pop/post-teen pop/uk pop/dance pop/electropop/metropopolis/indie electro-pop/pop rap
Rush & Hydro,6BtHioZvSGcxdlORG0lBje,,,,,,,
Versus,3QycjSeZMvNChMMk1YEhUo,,,,,,,
TIBA,1kSxnk7u7cco7lPIF0Z1v5,,,,,,,
Camden Levine,3Nazflbm4JHXk9DEve3M2G,,,,,,,
ToonSquad,1QuZ8h4TGEbSwYfXxlEIm3,,,,,,,
PLAYDED,2bVDBU5YmauWpiN1LJ8ZkL,,,,,,,
Nate VanDeusen,125PCXGTE6sFhvG8w0EnvU,,,us,,,,
Sleek Bleeps,31pMt2pO4CbFM7cp0IRtZl,,,fr,,,,
Deekey,1sMpoues4n6d0qXFN7AHdz,,,,,,,
No-One,6bfKI8jo0dwBlBDKxA3uO0,0.0,,,,,,
Adam Adler,6ktgrQLfxhluxDDr9kN0yQ,,,,,,,
ETHYRIAL,6ouykZcsUvtqo7M6hp1qn2,,,,,,,
Cait,3xaBiE23wZralHGluFymmN,0.0,,,,,,
Palm Vision,1D74ljazHPjT8n7QadeEpW,,,,,,,
William Singe,5exS0bytCYdixgv02DaCm3,1.0,,au,,Sydney,,r&b/pop/urban contemporary/post-teen pop/deep pop r&b
Steve James,2rYFy6vVM1YiECVIAHaJBY,1.0,,us,,Johnstown,,indie poptimism/deep tropical house
Whyel,49VoPmXaPH0vInz18MTeaM,,UNSIGNED,us,,,,
PLVTINUM,4V2pR2iSd1g0RZCglrP3jn,1.0,,us,,New York,,pop/dance pop/post-teen pop/pop/post-teen pop/dance pop
David Flix,4bPMtP3Ftea2pbu8nCWuGw,0.0,,,,,,
Dirty Palm,4cZvsAtZm91PBC0tXlDrP0,1.0,,us,,,Martin Mikus,deep big room/tracestep
Blamers,4fzCyzsctS3n7u6rFX0T2I,,,,,,,
Chester Young,3u45rXhQ0o9pUL24xlnf6e,,,,,,,
RØDY,6goarINs9AyGZOhYdAQcAm,0.0,,,,,,
JUDICI,23fUEUs0jPTjutYWuj6CRA,0.0,,,,,,
MIMO,09k7Kbz2LwZqAH4IaF8GjZ,,,us,,,,filter house
Tom Hall (UK),467yXfSwNLfBmxeaTp7rQo,0.0,,,,,,
Zary,4MQPQI501ue3vIuwEglm1O,0.0,,,,,,
jeonghyeon,6sxcddx1xFwv0MblwbXNVq,0.0,,,,,,
EKAE,4tO9yeKWvSAIYredvRSKdR,,,,,,,
T.L.I.D,5lVNG2YUVJbICOIVmIKGIC,0.0,,,,,,
NEVERGLOW,2K7Hlrg5cti0mVKx4l0Rwz,,,,,,,
Kastra,6sQYSV8XvcA9CQZb6OBHHC,,"Hussle, Onelove, Panda Funk, Ultra, Club Cartel, Brooklyn Fire, Liftoff",us,,,Raymond Decker,
Markhese,5lKRDU8DL1BCZ8oT8Zh9uy,,,it,,,,
Coll3rk,0qjaCcipi6MONkIHJSAhRb,,,,,,,
Prince Woods,4tMGyWuFOvj3YA7Y9AqDHc,,,,,,,
Kyle Falconer,6gMszKxr1k1uPoAbeXZJpt,,,gb,,Dundee,,
Jydra,2FxJwBlbHghkS7YdQOn4TI,,,,,,,
Jonas Schmidt,2iVI5g77D4FT62vErTSfLX,,,,,,,
Callum McBride,4TYCYbdKLdbbx3sYhZRKzj,,,za,,,,
Juliann James,38EnvmVCwqGNf2cFxLlS65,0.0,,,,,,
graves,4E69riquObrTmBTVuF1b7B,1.0,,us,,Honolulu,,brostep/electronic trap/bass trap/vapor twitch
Colin Hook,3l7JE3OLAlWR4GPuxV10Ll,0.0,,,,,,
eedion,35ks5tEMBUatBsLSCJzMg0,,,,,,,
Joshua Francois,6cZrFzGumgIBg0QnixF6Dp,,,,,Toronto,,
YANIC,232vpxgsYP5Mc6yU99xZWG,0.0,,,,,,
Funky Fool,4GQbEubUneU1YlR4KFvUPm,,,,,,,
39 Kingdom,2JnQtHnHjylFjCDkYAiH1E,,,,,,,
Left Boy,2gIGkRqCo4NK2PUCI8u4aQ,1.0,Made Jour Label,at,,,FERDINAND,
Rainsford,4XxCuxkBeoJUdzaVRGJjrJ,1.0,,gb,,Los Angeles,,indie electro-pop
ALRT,4XH5qVwKcWRS0Z6tr85exf,,,,,,,
Sophie Michelle,4CpmHmrZ7XZph50rd9FLa6,,,,,,,pop edm/canadian pop/funk/teen pop/montreal indie
Leor,2w4BiVzQ4AChparp8sSzdl,,,,,,,
Scott Rill,7dNg7OLrxcWU9cVe3sQoMV,,,,,,,
Manuel Riva,2hkGkEnyudpE42IU4DBt99,,,ro,,Bucharest,Manuel Riva,groove room
KIIRA,05td2nr4eiGPUYgsrrfNZ1,,,us,,,,
Brett Miller,5WKSAch6loISTLupOa9Ilb,,,,New York,New York,,
Jerad Finck,3w5Vd4aoBBbAZET3ezprIu,1.0,OneRPM,de,Spokane,Spokane,,
Blanee,7zCLvxAS1MLWRfXrXsBBB1,,,,,,,
Devan,2hE6W430BpJRCFBNgZE3jB,,,,,,,
Michael Angelo,3nXlGJi4ZuozaGgHY65dmd,0.0,,,,,"Manu van Aalst
",
Maff Boothroyd,1WybMQkeEskWKx4iwiLqb2,,,,,,,deep groove house
Savana,3xZpKySjmi8VTEF0j5nNVc,0.0,,,,,,
LVK,0RzrokfoMnpb12F7v9203y,,,,,,,finnish edm
Billy Wilkins,6noCyJmZYlVHKo257Fhb1U,0.0,,,,,,
JESSIE BERG,13cDXlWzXfaG3G0ItYyWHb,,,,,,,
LEXIM,6d3Ln06qXCe5Mt85yEFxE6,0.0,,,,,,
INTERSECTION,5yzLjgtXt52UUcOO0y88ma,0.0,,,,,,j-pop boy group
Noroy,0FCAKInZeSi1on1FlSPoxt,,,,,,,
Asketa,2rJlTPC0ClcoQmNWci4C03,,,,,,,
Luke Baker,0JgNpmmfEwaqi6lk2TqR2n,0.0,,,,,,
Nick Lopez,15NoI73ol1fVF11li1RKMB,0.0,,us,,,,
Leah Kate,6oWOHAOyBUn6aJlKIPJK9r,,,,,,,
Yomaez,01X9SbuNcYoHHvUgalG2EB,,,,,,,
Sinego,3UlAQex8nw3vquHcmY8fpb,,,mx,,,,
Jeanway,6cGLz9naZ4aHzWLnsrKZdb,,,,,,,
NDR8,5iIIC0E6BovYgTBmd2Pwsy,0.0,,,,,,
GOLDHOUSE,670UISOh9XV1zlq5z5IfoY,1.0,,us,,Chicago,,indie poptimism
Max Styler,3NKKngINK1tP6BFy0WOyWk,1.0,Dim Mak Records ,,,San Luis Obispo,Max Styler,brostep
Roy Orion,5vDWsMvaFghBZj9e6y8qSk,,,,,,,
BVRNT,3SljFIvBjgc48TO7OBavZN,0.0,,,,,,
Krister & Savalla,5qwYv6yWcwmGzrcsJx9jlT,,,,,,,
Kuizz,6x8oQWq0xiL4aIJTXCUx7u,,,my,,,,malaysian indie
Latroit,4keJDDQx0ac2jhmknbSLFK,,"House of Latroit, Armada, Be Rich, Ministry of Sound, ULTRA",us,,,,
O.A.R.,1Cq0LAHFfvUTBEtMPXUidI,1.0,Red Music / Black Rock Recorded Music,us,,,"Marc Roberge - singer/guitarist, Richard On - lead guitarist, Benj Gershman - bassist, Chris Culos - drummer, and Jerry DePizzo - saxophonist",neo mellow/pop rock/acoustic pop/jam band
Blinkie,0nJcDqY6ox4kHB92AuRA8j,1.0,Edendale Road,gb,,London,,house/deep groove house
MRK,7vX253va0fqx0oGl2KuW22,,,,,,,
Nathan Dawe,2gduEC76ry33RVurAvT05p,,,,,,,
Black Saint,7JMPwFdbHhPe46HDJXKhA5,,Tiger Milk,be,,London,,house/deep groove house
Oliver Nelson,4QAp87iZerUP9PKxtLhmW1,1.0,Perfect Havoc,us,Uppsala,Uppsala,,
Mohtiv,32CSGSXgKI6WgPHwzSRYbG,,,,,,,
Tobtok,6pcxIOhQCNb7DX2iuEXgxL,1.0,Ministry of Sound,us,Uppsala,Uppsala,Tobias Karlsson,tropical house/deep tropical house/nu disco
BODÉ,59YCPI4Z5xa1TfddNB8bna,,,,,,,
Kaz James,1XGHs7YFtpCbDGKaNdPPtA,1.0,,gb,,London,,big room/australian dance
Ally Brooke,6TXM1kV4L8DsDAkAfbOPYk,0.0,,us,,San Antonio,,post-teen pop
Matt Sharratt,6RM88syejItvZqTfTjCytz,0.0,,,,,,
Low Steppa,5OImcY3khBn9UFjzgaapob,1.0,SIMMA BLACK ,gb,Birmingham,Birmingham,,house/tropical house/disco house/uk garage/deep groove house/deep house
David Penn,5kA0fIY29Fnfu4U2I2xvki,,"URBANA RECORDINGS
demos@urbanarecordings.com
(only Souncloud links)

",es,,,,disco house/funky tech house
Rossi.,7itMGcVGRKS43LcTQvJitf,0.0,,,,,,
Icarus,0nUF7iT0e6D5xEl743Jfu3,1.0,"Not Applicable, Leaf, Rump, & Output",gb,,,Sam Britton & Ollie Bown,house/house
Sonny Fodera,39B7ChWwrWDs7zXlsu3MoP,1.0,"Cajual Records, Defected, Suara, Dirtybird, Visionquest, Solotoko",au,London,London,Sonny Fodera,house/tropical house/disco house/deep groove house/deep house
Mosimann,7sAqpkrQBaOkddsv1Tz1XK,1.0,,ch,Luzern,Luzern,MOSIMANN,french pop
Christian Nielsen,482tFoPyYAl3JDPXHKGAQr,1.0,,dk,,,,
Mahalo,1SeU8Y2rEUpEoeWmUCdQIR,,"Perfect Havoc
Armada Music
AFTR:HRS / Musical Freedom
Toolroom Records
Insomniac Records
Thrive Music
Enhanced",us,Los Angeles,Los Angeles,Nick Jay,
Alyx Ander,4gxmaAX3cWO9PUVmEYVAhd,1.0,"Spinnin, Armada, Nettwerk",us,Miami,Miami,,
Jack Back,4bXUaTjc7TQTvLqqCAlfYt,1.0,,,,,,big room/progressive electro house
Paige Cavell,6K3xqGQiS7BLYG6llkAF24,,,,,,,
Krystal Klear,0jqr8aeeHSn5pMEVD4aTrI,1.0,Cold Tonic,gb,,Manhattan,Krystal Klear,future garage/bass music
Cloonee,7MdlXmq2HViAJWo9cf30sR,1.0,,gb,,Sheffield,,
Mattei & Omich,5qNEoHUXKgmtpA2hwKwRVC,,,it,,,,disco house
Preditah,5qYCZ5FQuzZSjOnesvuYiD,1.0,,gb,,Birmingham,Preditah,uk garage/grime/bassline
Crazy Cousinz,6VXB0WH4MfmhZyongoEYZr,,,gb,,London,,uk funky/bassline
Coldabank,3JOvRLynmP4mA6dvlWARoA,,,,,,,
HRRTZ,6VpuPMBN4oVa62K1wS9bGS,,,,,,,
MJ Cole,49GY4uPAwdlk5lSGtfKWYl,1.0,,gb,,,,house/uk funky/uk garage/speed garage
Matoma,4YXycRbyyAE0wozTk7QMEq,1.0,,no,,,,pop/edm/tropical house
Jordan Jay,3htJBdRyfwyCTKgpZAj6pY,,Armada Music,nl,,,Jordi Coenradie,
Franky Wah,3IG3Ub4ra8AuSxCFDVkVco,1.0,,gb,,,,
THRDL!FE,04O00MEN0lHEKWTwRjb1nS,,,,,,,
G-Wizard,0QhpvxCgFNXTvof7lqRrKW,,,,,,G-WIZARD,
Courage,1kGMaFXRovFOZJqxbVdnHq,1.0,,gb,,,,
Fiorious,3pKgTa7RsVMksNX7ikwmor,1.0,Fiorious Music,us,,,,
Jacob Plant,2PJ1vRlkfKUxNzkNqYlalv,1.0,BMG Records,gb,London,London,,
After 6,0BktO8RTDc7yeRo9smkz5d,,,gb,,,,
Robin M,2XOzTjiQuB1TeW6JQKU3j7,0.0,,,,,,pop edm/electro house/edm/house/uk dance/deep groove house/disco house/tropical house
Xander,7imN28T2ICgOfJUkE0bpP4,0.0,,,,,,
Party Pupils,4F61H4lx1js4wtWfb2Rfnt,1.0,,,,,,
